Регистрационный номер;Краткое наименование;Дата регистрации;Возраст компании, лет;Статус;Регион регистрации;Наименование ОКАТО;Вид деятельности/отрасль;Организационно-правовая форма;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2019, Налоги, RUB;2020, Налоги, RUB;2021, Налоги, RUB;2019, Активы  всего, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2019, Капитал и резервы, RUB;2020, Капитал и резервы, RUB;2021, Капитал и резервы, RUB;2019, Пассивы всего, RUB;2020, Пассивы всего, RUB;2021, Пассивы всего, RUB;2019, Чистая прибыль (убыток), RUB;2020, Чистая прибыль (убыток), RUB;2021, Чистая прибыль (убыток), RUB;2019, Оплата труда, RUB;2020, Оплата труда, RUB;2021, Оплата труда, RUB;2019, Прибыль от приносящей доход деятельности, RUB;2020, Прибыль от приносящей доход деятельности, RUB;2021, Прибыль от приносящей доход деятельности, RUB;2019, Всего поступило средств, RUB;2020, Всего поступило средств, RUB;2021, Всего поступило средств, RUB;2019, Расходы на целевые мероприятия, RUB;2020, Расходы на целевые мероприятия, RUB;2021, Расходы на целевые мероприятия, RUB;2019, Расходы на содержание аппарата управления, RUB;2020, Расходы на содержание аппарата управления, RUB;2021, Расходы на содержание аппарата управления, RUB;2019, Приобретение основных средств, инвентаря и иного имущества, RUB;2020, Приобретение основных средств, инвентаря и иного имущества, RUB;2021, Приобретение основных средств, инвентаря и иного имущества, RUB;2019, Всего использовано средств, RUB;2020, Всего использовано средств, RUB;2021, Всего использовано средств, RUB;2019, Остаток средств на конец отчетного года, RUB;2020, Остаток средств на конец отчетного года, RUB;2021, Остаток средств на конец отчетного года, RUB
1162651055346;СКСИ;16.01.1997;25,5;Действующая;Ставропольский край;Ставропольский край, Ставрополь, Ленинский;Образование высшее;Автономные некоммерческие организации;;;;;;;;;;62 264 000;76 060 000;77 935 000;;;;62 264 000;76 060 000;77 935 000;-1 549 000;9 690 000;;;;;;;;;;99 026 000;;;95 975 000;;;;;;;;;98 543 000;;;483 000
1157700015857;РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ «СЕВЕРОБАЙКАЛЬСКАЯ ЕПАРХИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)»;06.10.2015;6,5;Действующая;Бурятия (Республика);Республика Бурятия, Северобайкальск;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200800000455;"БФ ""СЕДКЛИН ЗАЛЬ (ПЛАМЯ ДУШИ)""";02.03.2020;2,0;Действующая;Калмыкия (Республика);Республика Калмыкия, Элиста;Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;;500 000;;;500 000;;;500 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161690147178;"АНО ""СЕЛЬСКИЕ ТЕРРИТОРИИ""";08.09.2016;5,5;Действующая;Республика Татарстан;Республика Татарстан, Лаишевский район, д Пиголи;Научные исследования и разработки в области общественных и гуманитарных наук;Автономные некоммерческие организации;;;;;;;;;;;254 000;2 721 000;;234 000;2 721 000;;254 000;2 721 000;;;;;;;;;;;485 000;3 148 000;;;;;251 000;631 000;;;2 294 000;;251 000;2 953 000;;234 000;429 000
1026101414448;"РЕДАКЦИЯ ГАЗЕТЫ ""СЕЛЬСКИЙ ВЕСТНИК""";18.06.1998;24,0;Действующая;Ростовская область;Ростовская область, Октябрьский район, Каменоломни;Издание газет;Автономные некоммерческие организации;;;;;;;;;;1 646 000;1 743 000;1 282 000;1 640 000;1 711 000;1 269 000;1 646 000;1 743 000;1 282 000;496 000;75 000;-442 000;;;;;;;;;;;;;;;;;;;;;;;;
1204000009245;"АНО ""СЕЛЬСКИЙ ТЕАТР""";06.11.2020;1,5;Действующая;Калужская область;Калужская область, Дзержинский район, с Имени Льва Толстого;Деятельность концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс;Автономные некоммерческие организации;;;;;;;;;;;;1 918 000;;;;;;1 918 000;;;;;;;;;;;;4 616 000;;;2 626 000;;;23 000;;;1 950 000;;;4 615 000;;;1 000
1155000002497;"АНО ""СЕМЕЙНЫЙ КЛУБ ""АНЮТИНЫ ГЛАЗКИ""";17.06.2015;7,0;Действующая;Московская область;Московская область, Подольск;Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки;Автономные некоммерческие организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117799005334;"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СЕМЕЙНЫЙ ОЧАГ""";23.03.2011;11,0;Действующая;Москва;Москва, Северо-Западный, Щукино;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;56 000;19 000;83 000;56 000;18 000;83 000;56 000;19 000;83 000;;;;;;;;;;193 000;2 093 000;505 000;45 000;2 123 000;353 000;315 000;8 000;77 000;;;;441 000;2 131 000;440 000;39 000;1 000;65 000
1157700018816;"БФ ""СЕМЬИ СМА""";25.11.2015;6,5;Действующая;Москва;Москва, Южный, Братеево;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;8 190 000;31 996 000;40 078 000;7 762 000;25 930 000;36 922 000;8 190 000;31 996 000;40 078 000;1 546 000;1 819 000;4 017 000;;;;1 546 000;1 819 000;4 018 000;11 075 000;38 621 000;38 789 000;8 642 000;19 612 000;25 180 000;575 000;959 000;1 661 000;;;1 429 000;9 286 000;20 571 000;28 270 000;7 764 000;25 814 000;35 133 000
1196658077153;ФОНД СЕМЬИ ШМОТЬЕВЫХ;13.11.2019;2,5;Действующая;Свердловская область;Свердловская область, Екатеринбург, Октябрьский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;;316 000;;;;;;316 000;;;;;;;;;;;;4 270 000;;;94 000;;;4 095 000;;;;;;4 270 000;;;;
1156600001656;"АНО ""СЕМЬЯ ДЕТЯМ""";27.05.2009;13,0;Действующая;Свердловская область;Свердловская область, Екатеринбург, Октябрьский;Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки;Автономные некоммерческие организации;;;;;;;;;;5 523 000;4 987 000;7 512 000;;;;5 523 000;4 987 000;7 512 000;;;;7 438 000;10 625 000;8 922 000;;;;8 158 000;10 887 000;16 082 000;8 327 000;11 167 000;13 467 000;;;;;;;8 616 000;11 423 000;13 557 000;5 523 000;4 987 000;7 512 000
1044408625865;"АНО ""СЕМЬЯ РОССИИ""";23.08.2004;17,5;Действующая;Костромская область;Костромская область, Кострома;Производство кинофильмов, видеофильмов и телевизионных программ;Автономные некоммерческие организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 290 000;;;;;;;;;;;;;;;-77 000;;
1178901000046;"РОО ЯНАО ""СЕМЬЯ ЯМАЛА""";10.01.2017;5,5;Действующая;Тюменская область;Тюменская область, Муравленко;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;854 000;4 527 000;10 412 000;;;;854 000;4 527 000;10 412 000;;;;;;;;11 815 000;30 189 000;689 000;14 059 000;32 439 000;702 000;1 354 000;1 402 000;;9 514 000;25 674 000;;;4 185 000;702 000;10 868 000;31 442 000;14 000;3 205 000;4 202 000
1207700352265;"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ЗАЩИТЕ ДЕТСТВА, МАТЕРИНСТВА И ОТЦОВСТВА ""СЕМЬЯ""";24.09.2020;1,5;Действующая;Москва;Москва, Центральный, Пресненский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;;;2 000;;;;;;2 000;;;;;;128 000;;;;;;171 000;;;138 000;;;26 000;;;;;;169 000;;;2 000
1167300050114;"БФ ""СЕРАФИМА""";12.02.2016;6,0;Действующая;Ульяновская область;Ульяновская область, Ульяновск, Ленинский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;;;;;;;;;;;;;;;;;;;112 000;;;80 000;;;32 000;;;;;;112 000;;;;;
1137799015804;ФОНД СЕРГЕЯ БЕЗРУКОВА;21.08.2013;8,5;Действующая;Москва;Москва, Юго-Восточный, Кузьминки;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;142 001 000;143 936 000;179 222 000;135 925 000;142 317 000;175 630 000;142 001 000;143 936 000;179 222 000;19 903 000;4 638 000;18 124 000;34 820 000;22 220 000;15 320 000;19 903 000;4 638 000;18 124 000;104 018 000;64 138 000;128 604 000;72 487 000;37 785 000;70 679 000;19 971 000;18 021 000;21 555 000;4 290 000;50 000;20 381 000;97 570 000;57 657 000;113 813 000;41 443 000;47 924 000;62 715 000
1107800010889;"АНОСАП ""СЕРЕБРЯНЫЙ ВОЗРАСТ""";24.12.2010;11,5;Действующая;Санкт-Петербург;Санкт-Петербург, Центральный;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Автономные некоммерческие организации;;;;;;;;;;27 464 000;51 460 000;16 825 000;;;;27 464 000;51 460 000;16 825 000;526 000;10 322 000;804 000;;;;526 000;10 322 000;804 000;43 687 000;103 065 000;33 791 000;42 397 000;51 784 000;69 706 000;764 000;1 437 000;154 000;;;;43 161 000;53 221 000;69 860 000;526 000;50 370 000;14 301 000
1116900002526;"ТООО ""СЕЯТЕЛЬ""";12.09.2011;10,5;Действующая;Тверская область;Тверская область, Тверь, Центральный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;;122 000;122 000;;;;;122 000;122 000;;;;;;;;;;;241 000;;;221 000;;;;;;;;;221 000;;;122 000;122 000
1031403915311;СЖО РС(Я);07.03.1996;26,0;Действующая;Саха (Республика) (Якутия);Республика Саха, Якутск;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные движения;;;;;;;;;;965 000;18 000;2 425 000;;18 000;2 425 000;965 000;18 000;2 425 000;;;;;;;;;;136 000;1 701 000;4 999 000;50 000;696 000;992 000;88 000;943 000;1 270 000;;44 000;144 000;202 000;1 683 000;2 592 000;;18 000;2 425 000
1037858030495;"МОО ""СЗВА""";19.05.2003;19,0;Действующая;Санкт-Петербург;Санкт-Петербург, Петроградский;Деятельность в области спорта прочая;Общественные организации;;;;;;;;;;;2 401 000;1 073 000;;;;;2 401 000;1 073 000;;;;;;;;;;;2 045 000;3 000 000;;1 608 000;2 998 000;;;37 000;;;;;1 895 000;3 125 000;;152 000;27 000
1087800005083;"АНО ДПО ""СЗРЦОТ""";18.08.2008;13,5;Действующая;Санкт-Петербург;Санкт-Петербург, Фрунзенский;Технические испытания, исследования, анализ и сертификация;Автономные некоммерческие организации;;;;;;;;;;88 053 000;85 928 000;97 349 000;35 342 000;;71 156 000;88 053 000;85 928 000;97 349 000;32 081 000;11 164 000;8 837 000;;;;;;;;;;;;;;;;;;;;;;;;
1057811972316;"ЧОУДПО ""СЗЦКЗИ""";26.08.2005;16,5;Действующая;Санкт-Петербург;Санкт-Петербург, Выборгский;Образование профессиональное дополнительное;Частные учреждения;;;;;;;;;;5 261 000;4 591 000;8 887 000;;;;5 261 000;4 591 000;8 887 000;;;;;;;787 000;-1 468 000;2 119 000;787 000;-1 468 000;2 119 000;;;;;;;143 000;119 000;;143 000;119 000;;1 833 000;246 000;2 365 000
1036300664168;"ЧОУ ДПО (ПК) ""САМАРСКИЙ МЕЖОТРАСЛЕВОЙ ИНСТИТУТ""";10.10.2000;21,5;Действующая;Самарская область;Самарская область, Самара, Самарский;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки;Частные учреждения;;;;;;;;;;3 749 000;3 703 000;1 896 000;;;;3 749 000;3 703 000;1 896 000;2 000;26 000;3 000;;;;;;;;;;;;;;;;;;;;;;;;
1047200574981;"АНО ""СИБИНФОРМБЮРО""";12.04.2004;18,0;Действующая;Тюменская область;Тюменская область, Тюмень, Ленинский;Деятельность по предоставлению услуг по размещению информации прочая;Автономные некоммерческие организации;;;;;;;;;;6 627 000;5 072 000;429 961 000;5 417 000;;;6 627 000;5 072 000;429 961 000;-2 255 000;-1 810 000;-5 337 000;;;;;;;;;630 346 000;;;;;;;;;4 246 000;;;520 592 000;;;109 754 000
1115400002706;"АНО ""СИБИРСКАЯ ОРХИДЕЯ""";26.08.2011;10,5;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Центральный;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;441 000;431 000;431 000;;;;441 000;431 000;431 000;365 000;;;;;;;;;;;;;;;;;;;;;;;;;;
1082400002629;"АНО ""СИБИРСКАЯ СТУДИЯ НЕЗАВИСИМОГО КИНО""";08.12.2008;13,5;Действующая;Красноярский край;Красноярский край, Красноярск, Центральный;Производство кинофильмов, видеофильмов и телевизионных программ;Автономные некоммерческие организации;;;;;;;;;;;241 000;;;;;;241 000;;;;;;;;;;;;1 203 000;;;972 000;;;;;;;;;972 000;;;231 000;231 000
1055900014059;"""КИНОЛОГИЧЕСКИЙ ЦЕНТР ""БРАНД""";13.09.2005;16,5;Действующая;Пермский край;Пермский край, Пермь, Ленинский;Деятельность прочих общественных организаций;Общественные организации;;;;;;;;;;20 000;86 000;135 000;;;;20 000;86 000;135 000;;;;;;;;;;1 524 000;2 008 000;2 754 000;;962 000;1 632 000;;1 046 000;1 122 000;;;;;2 008 000;2 754 000;;;
1132468025491;"КРОО ""СИБИРСКИЙ СПОРТИВНЫЙ КЛУБ""";29.04.2013;9,0;Действующая;Красноярский край;Красноярский край, Красноярск, Свердловский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;415 000;604 000;178 000;;;;415 000;604 000;178 000;;;;;;;128 000;;1 967 000;10 987 000;17 049 000;11 572 000;10 413 000;16 859 000;9 605 000;259 000;502 000;1 970 000;;;;10 672 000;17 361 000;11 575 000;315 000;3 000;
1154501000818;"АНО ""СИБИРСКИЙ ЦЕНТР СОЦИАЛЬНОГО РАЗВИТИЯ ОБЩЕСТВА""";10.02.2015;7,0;Действующая;Курганская область;Курганская область, Курган;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Автономные некоммерческие организации;;;;;;;;;;4 662 000;5 043 000;5 099 000;4 662 000;;;4 662 000;5 043 000;5 099 000;;;;;;;;;;3 959 000;5 043 000;3 201 000;703 000;4 169 000;3 743 000;2 926 000;;;;;;3 629 000;4 169 000;3 743 000;1 033 000;1 898 000;1 356 000
1145476110064;"ЭКСПЕРТНЫЙ КЛУБ ""СИБИРЬ-ЕВРАЗИЯ""";05.09.2014;7,5;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Советский;Предоставление прочих персональных услуг, не включенных в другие группировки;Объединения юридических лиц;;;;;;;;;;1 490 000;4 891 000;237 000;;;;1 490 000;4 891 000;237 000;;;;;;;;;;1 658 000;4 587 000;5 000;399 000;1 178 000;4 653 000;6 000;8 000;6 000;;;;405 000;1 186 000;4 659 000;1 256 000;4 657 000;3 000
1165476074257;"БФ ""СИБИРЬ. БОЛИ - НЕТ!""";03.03.2016;6,0;Действующая;Новосибирская область;Новосибирская область, Барабинск;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085400002654;"АССОЦИАЦИЯ ПМФК ""СИБИРЯК""";05.08.2008;13,5;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Центральный;Деятельность в области спорта прочая;Объединения юридических лиц;;;;;;;;;;20 976 000;10 451 000;11 391 000;1 113 000;1 138 000;1 152 000;20 976 000;10 451 000;11 391 000;13 000;25 000;14 000;49 702 000;36 560 000;35 816 000;13 000;25 000;14 000;88 183 000;58 359 000;51 007 000;5 921 000;3 763 000;1 735 000;81 081 000;54 088 000;48 315 000;40 000;;;88 170 000;58 334 000;50 993 000;1 113 000;1 138 000;1 152 000
1036303385470;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""САМАРСКАЯ ОБЪЕДИНЕННАЯ МЕТОДИСТСКАЯ ЦЕРКОВЬ"" ГОРОДА САМАРЫ САМАРСКОЙ ОБЛАСТИ";30.12.1999;22,5;Действующая;Самарская область;Самарская область, Самара, Самарский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;2 204 000;2 302 000;2 338 000;2 204 000;2 295 000;2 328 000;2 204 000;2 302 000;2 338 000;;;;;;;;;;;;;;;;;;;;;;;;;;;
1037739754139;"АССОЦИАЦИЯ ""СИЗ""";11.02.2002;20,0;Действующая;Москва;Москва, Восточный, Измайлово;Деятельность по организации конференций и выставок;Объединения юридических лиц;;;;;;;;;;39 124 000;49 579 000;55 060 000;26 624 000;24 166 000;40 694 000;39 124 000;49 579 000;55 060 000;11 863 000;3 569 000;16 373 000;;17 238 000;;16 142 000;11 863 000;3 570 000;30 231 000;30 711 000;22 797 000;;;;13 005 000;24 824 000;18 142 000;741 000;52 000;43 000;22 736 000;24 876 000;19 072 000;12 377 000;18 212 000;21 937 000
1141600000520;"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СИЛА В ДЕТЯХ""";03.03.2014;8,0;Действующая;Республика Татарстан;Республика Татарстан, Казань, Приволжский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;20 490 000;25 419 000;27 395 000;;23 280 000;24 667 000;20 490 000;25 419 000;27 395 000;;;-14 760 000;;;;;;;;40 533 000;;;21 526 000;;;7 131 000;;;9 149 000;;;37 806 000;;;7 008 000;
1037102090904;"АНО СДП ""СИЛА ЖИЗНИ""";25.06.2003;19,0;Действующая;Тульская область;Тульская область, Киреевский район, Березовский, д Смирновка;Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки;Автономные некоммерческие организации;;;;;;;;;;180 000;45 000;256 000;;;;180 000;45 000;256 000;;;;;;;;;;2 223 000;781 000;2 108 000;1 866 000;135 000;1 559 000;483 000;607 000;294 000;95 000;;;2 875 000;792 000;1 853 000;14 000;3 000;258 000
1047796673704;"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""СИЛЬНАЯ АРМИЯ""";09.09.2004;17,5;Действующая;Москва;Москва, Центральный, Таганский;Деятельность по уходу с обеспечением проживания;Благотворительные фонды;;;;;;;;;;3 975 000;404 000;475 000;-1 373 000;;-2 804 000;3 975 000;404 000;475 000;-2 061 000;-941 000;-60 000;1 074 000;;;;;;10 000 000;;;10 000 000;;;;;;;;;10 394 000;;;;;
1027300000496;ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ СИМБИРСКАЯ ЕПАРХИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ);20.11.1991;30,5;Действующая;Ульяновская область;Ульяновская область, Ульяновск, Ленинский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1167700059262;БФ «СИНДРОМ ЛЮБВИ»;20.06.2016;6,0;Действующая;Москва;Москва, Восточный, Измайлово;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;21 739 000;35 144 000;43 227 000;20 100 000;33 669 000;40 635 000;21 739 000;35 144 000;43 227 000;3 222 000;1 820 000;830 000;;;;3 222 000;1 820 000;831 000;69 948 000;52 109 000;58 302 000;54 828 000;33 546 000;46 839 000;9 483 000;4 783 000;4 189 000;86 000;1 084 000;1 076 000;64 570 000;39 624 000;52 412 000;17 232 000;29 717 000;35 607 000
1120200004066;"АНО ИНСТИТУТ ""СИНЕРГИЯ""";28.08.2012;9,5;Действующая;Башкортостан (Республика);Республика Башкортостан, Уфа, Орджоникидзевский;Подготовка кадров высшей квалификации;Автономные некоммерческие организации;;;;;;;;;;23 599 000;9 400 000;13 916 000;;;;23 599 000;9 400 000;13 916 000;91 000;;4 516 000;871 000;;;;;;;;;;;;;;;;;;;;;;;
1035006108543;"СГК ""СИНТЦ""";22.10.1998;23,5;Действующая;Московская область;Московская область, Ногинск;Деятельность спортивных клубов;Частные учреждения;;;;;;;;;;14 703 000;13 112 000;11 756 000;;12 702 000;;14 703 000;13 112 000;11 756 000;3 037 000;23 000;;21 218 000;31 526 000;;33 186 000;;;33 186 000;36 816 000;38 154 000;1 709 000;;;24 543 000;34 429 000;31 240 000;3 923 000;4 758 000;189 000;31 722 000;39 777 000;34 813 000;8 109 000;5 148 000;8 489 000
1102300007083;"АНО СОЦИАЛЬНЫХ И БЛАГОТВОРИТЕЛЬНЫХ ПРОГРАММ ""СИНЯЯ ПТИЦА""";25.10.2010;11,5;Действующая;Краснодарский край;Краснодарский край, Краснодар, Центральный;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Автономные некоммерческие организации;;;;;;;;;;622 000;1 941 000;3 248 000;599 000;1 941 000;;622 000;1 941 000;3 248 000;;;;;;;;;;10 340 000;11 357 000;14 923 000;8 900 000;8 246 000;11 508 000;1 660 000;1 769 000;2 308 000;;;;10 560 000;10 015 000;13 816 000;599 000;1 941 000;3 048 000
1153100000547;"БЕЛГОРОДСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СИНЯЯ ПТИЦА""";30.07.2015;6,5;Действующая;Белгородская область;Белгородская область, Белгород, Западный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;97 000;3 520 000;3 121 000;;;;97 000;3 520 000;3 121 000;;;;;;;;;;3 046 000;7 373 000;5 193 000;3 342 000;4 209 000;431 000;596 000;372 000;4 626 000;;151 000;;3 938 000;4 751 000;5 272 000;97 000;2 695 000;2 614 000
1055410035120;"АНО ДПО ""СИПК""";29.08.2005;16,5;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Советский;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;3 247 000;3 621 000;4 561 000;;;;3 247 000;3 621 000;4 561 000;962 000;43 000;1 516 000;;;;;;;;;;;;;;;;;;;;;;;;
1094700001725;ФОНД СИРИКОЭЛО;28.10.2009;12,5;Действующая;Ленинградская область;Ленинградская область, Гатчинский район, Гатчина;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;3 111 000;3 585 000;3 810 000;3 011 000;3 532 000;3 777 000;3 111 000;3 585 000;3 810 000;981 000;1 452 000;1 683 000;;;;981 000;1 452 000;1 683 000;10 990 000;11 461 000;11 691 000;5 444 000;4 826 000;4 778 000;5 696 000;5 618 000;6 455 000;149 000;473 000;113 000;11 379 000;11 018 000;11 446 000;937 000;1 380 000;1 626 000
1167700062309;"АНО ИНДИЙСКИЙ КУЛЬТУРНО-НАЦИОНАЛЬНЫЙ ЦЕНТР ""СИТА""";10.08.2016;5,5;Действующая;Москва;Москва, Центральный, Пресненский;Деятельность творческая, деятельность в области искусства и организации развлечений;Автономные некоммерческие организации;;;;;;;;;;7 244 000;6 469 000;1 878 000;;3 672 000;;7 244 000;6 469 000;1 878 000;-20 000;-349 000;;;;;;;3 000;;;453 000;;;690 000;;;418 000;;;;;;1 108 000;;;-1 128 000
1027800010590;"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ВЫСШЕЕ РЕЛИГИОЗНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""САНКТ-ПЕТЕРБУРГСКАЯ ЕВАНГЕЛИЧЕСКАЯ БОГОСЛОВСКАЯ АКАДЕМИЯ""";04.07.2001;21,0;Действующая;Санкт-Петербург;Санкт-Петербург, Выборгский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;16 000;520 000;15 000;;;;16 000;520 000;15 000;;;;;;;;;;;;;;;;;;;;;;;;;;;
1169102080135;"АНО ""СК БАХЧИСАРАЙ""";10.08.2016;5,5;Действующая;Республика Крым;Республика Крым, Бахчисарайский, Бахчисарай;Деятельность спортивных клубов;Автономные некоммерческие организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;704 000;970 000;1 080 000;80 000;;;505 000;970 000;1 080 000;106 000;;;704 000;970 000;1 080 000;;;
1103100000948;"БРО ООО ""СК"" ""БКО""";19.05.2010;12,0;Действующая;Белгородская область;Белгородская область, Белгород, Восточный;Деятельность в области спорта прочая;Общественные организации;;;;;;;;;;200 000;213 000;213 000;-130 000;-282 000;-363 000;200 000;213 000;213 000;;;;;;;;;;198 000;;;;;;181 000;;;17 000;;;198 000;;;;;
1142300002349;"АНО ""СК ""КУБАНЬ-РЕГИОН""";09.07.2014;8,0;Действующая;Краснодарский край;Краснодарский край, Сочи, Центральный;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;142 828 000;100 460 000;198 519 000;-364 558 000;-386 320 000;-239 639 000;142 828 000;100 460 000;198 519 000;-26 785 000;-22 460 000;87 815 000;;;;;;135 801 000;506 850 000;507 000 000;603 263 000;18 030 000;;319 339 000;31 299 000;33 409 000;45 073 000;1 677 000;689 000;845 000;533 568 000;529 451 000;457 426 000;-372 600 000;-395 051 000;-249 215 000
1163850080140;"АНО ""СК ПАНОРАМА""";18.07.2016;6,0;Действующая;Иркутская область;Иркутская область, Иркутск, Октябрьский;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;12 819 000;11 482 000;10 706 000;;;;12 819 000;11 482 000;10 706 000;-109 000;-2 005 000;-743 000;;;;;;;;;;;;;;;;;;;;;;;;
1036605600987;СОО СК РФ;29.03.1993;29,0;Действующая;Свердловская область;Свердловская область, Екатеринбург, Октябрьский;Деятельность профессиональных членских организаций;Общественные организации;;;;;;;;;;9 983 000;10 636 000;9 050 000;9 611 000;8 994 000;8 815 000;9 983 000;10 636 000;9 050 000;1 343 000;-114 000;150 000;5 986 000;5 772 000;6 757 000;941 000;481 000;300 000;3 239 000;904 000;1 179 000;437 000;512 000;726 000;2 802 000;392 000;453 000;;;;3 239 000;904 000;1 179 000;;;
1112900000113;"АНО ""СК ""СЕВМАШ""";26.01.2011;11,0;Действующая;Архангельская область;Архангельская область, Северодвинск;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;1 738 000;3 468 000;2 077 000;;;;1 738 000;3 468 000;2 077 000;;;;;;;349 000;214 000;6 000;2 002 000;2 794 000;112 000;1 253 000;809 000;275 000;135 000;91 000;91 000;589 000;820 000;105 000;2 305 000;1 948 000;636 000;1 737 000;2 584 000;2 060 000
1127799022670;"АНО ""СК ""ТРИЛАЙФ""";25.10.2012;9,5;Действующая;Москва;Москва, Южный, Донской;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;1 608 000;1 479 000;1 483 000;;;;1 608 000;1 479 000;1 483 000;-1 451 000;-292 000;-210 000;;;;;;;;;;;;;;;;;;;;;;;;
