name,ogrn,status,region,okopf,okopf_id
"АРМИЯ И КУЛЬТУРА, МОФ",1037739759694,Действующая,Москва,Общественные фонды,70403
"АРМЯНСКИЙ КРЕСТ, ФОНД",1137799000350,Действующая,Москва,Фонды,70400
"АРС ЛОНГА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027700465385,Действующая,Москва,Благотворительные фонды,70401
"АРТ ИДЕЯ, БФ",1167700064950,Действующая,Москва,Благотворительные фонды,70401
"АРТ ОЛИМП, НО БФ ПОДДЕРЖКИ КУЛЬТУРЫ И СПОРТА",1047796168716,Действующая,Москва,Благотворительные фонды,70401
"АРТ ПРОЕКТ, ФОНД",1097799014224,Действующая,Москва,Фонды,70400
"АРТ ПУБЛИКА, НО ФКН",1027739431345,Действующая,Москва,Фонды,70400
"АРТ СИТИ, ФОНД",1097799004654,Действующая,Москва,Фонды,70400
"АРТ ФЕСТИВАЛЬ-РОЗА ВЕТРОВ, ДБФ",1027739678724,Действующая,Москва,Благотворительные фонды,70401
"АРТ, ФОНД",1117799008150,Действующая,Москва,Фонды,70400
"АРТ, ФОНД",1157700001700,Действующая,Москва,Благотворительные фонды,70401
"АРТ, ФОНД",1027739646362,Действующая,Москва,Фонды,70400
"АРТ-ЛИНИЯ, ФОНД",1087799032386,Действующая,Москва,Фонды,70400
"АРТ-ЭКСПРЕСС, ФОНД",1177700007980,Действующая,Москва,Фонды,70400
"АРТБОНА, ФОНД",1187700018395,Действующая,Москва,Фонды,70400
"АРТЕК, ФОНД",1207700151416,Действующая,Москва,Фонды,70400
"АРТЕМИДА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700019916,Действующая,Москва,Благотворительные фонды,70401
"АРТЕРИАЛЬНАЯ ГИПЕРТОНИЯ, ФОНД",1057746021805,Действующая,Москва,Благотворительные фонды,70401
"АРТИС ФУТУРА (ИСКУССТВО БУДУЩЕГО), МЕЖДУНАРОДНЫЙ ФОНД",1207700431179,Действующая,Москва,Фонды,70400
"АРТИС, ФОНД",1147799005650,Действующая,Москва,Фонды,70400
"АРТИСТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1087799033630,Действующая,Москва,Благотворительные фонды,70401
"АРТКЛАСТЕР, ФОНД",1207700322686,Действующая,Москва,Фонды,70400
"АРТКРАФТ, ФОНД",1187700010960,Действующая,Москва,Фонды,70400
"АРТЛИНК, ФОНД ПОДДЕРЖКИ ИСКУССТВ",1037700110062,Действующая,Москва,Фонды,70400
"АРТПЛЭЙ, ФОНД",1137799000459,Действующая,Москва,Фонды,70400
"АРТПРОЕКТ, ФОНД",1087799029779,Действующая,Москва,Фонды,70400
"АРТРЕВОЛЮЦИЯ, ФОНД ПРОСВЕТИТЕЛЬСКОЙ ДЕЯТЕЛЬНОСТИ О НОВЫХ ТЕЧЕНИЯХ И ТЕНДЕНЦИЯХ СОВРЕМЕННОГО ИСКУССТВА",1077799020771,Действующая,Москва,Фонды,70400
"АРТРУС, ФОНД",1157700001690,Действующая,Москва,Фонды,70400
"АРТСОЛУС, ФОНД",1107799020306,Действующая,Москва,Фонды,70400
"АРТФОНД, ФОНД",1157700016924,Действующая,Москва,Фонды,70400
"АРТЭС, КБФ",1027739859663,Действующая,Москва,Благотворительные фонды,70401
"АРФА-XXI ВЕК, ФОНД",1137799000613,Действующая,Москва,Фонды,70400
"АРХАНГЕЛА МИХАИЛА, БФ",1087799030923,Действующая,Москва,Благотворительные фонды,70401
"АРХАНГЕЛА МИХАИЛА, ФОНД",1107799021230,Действующая,Москва,Благотворительные фонды,70401
"АРХАНГЕЛЬСКОЕ, ФОНД МУЗЕЯ-УСАДЬБЫ",1167700061726,Действующая,Москва,Фонды,70400
"АРХЕОЛОГИЧЕСКОЕ НАСЛЕДИЕ, ФОНД",1037739179741,Действующая,Москва,Фонды,70400
"АРХЕОЛОГИЯ, ФОНД",1157700001084,Действующая,Москва,Фонды,70400
"АРХИВ ММК, ФОНД",1047796293709,Действующая,Москва,Фонды,70400
"АРХИМЕД, ФОСТИ",1117799012110,Действующая,Москва,Фонды,70400
"АРХИСТРАТИГ, ФОНД СОДЕЙСТВИЯ ДУХОВНОМУ РАЗВИТИЮ ВООРУЖЕННЫХ СИЛ И ПРАВООХРАНИТЕЛЬНЫХ УЧРЕЖДЕНИЙ",1047796987952,Действующая,Москва,Фонды,70400
"АРХИСТРАТИГА МИХАИЛА, ФОНД",1147799015858,Действующая,Москва,Фонды,70400
"АРХИТЕКТУРНОЕ НАСЛЕДИЕ-РУССКАЯ УСАДЬБА, ФОНД ЦЕЛЕВОГО КАПИТАЛА",1157700019608,Действующая,Москва,Фонды,70400
"АРХИТЕКТУРНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ ЯКОВА ЧЕРНИХОВА, МОФ",1027739652082,Действующая,Москва,Благотворительные фонды,70401
АРШГ,1037739064351,Действующая,Москва,Фонды,70400
"АРЬЯВАРТА, ФОНД",1187700008682,Действующая,Москва,Фонды,70400
"АСЕНЬКА, БФ",1167700061000,Действующая,Москва,Благотворительные фонды,70401
"АССАМБЛЕИ, НБФ",1127799015299,Действующая,Москва,Благотворительные фонды,70401
"АСТАНА, ФОНД",1087799006283,Действующая,Москва,Фонды,70400
"АСТАШОВО И ОКРЕСТНОСТИ, ФОНД",1157700003141,Действующая,Москва,Фонды,70400
"АСТРЕЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799018905,Действующая,Москва,Благотворительные фонды,70401
"АТАЛАНТА , ФОНД (88), ФОНД РАЗВИТИЯ МОЛОДОГО КИНЕМАТОГРАФА",1037739397904,Действующая,Москва,Фонды,70400
"АТИКВА (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ЕВРЕЙСКОЙ КУЛЬТУРЫ",1027700124913,Действующая,Москва,Благотворительные фонды,70401
"АТЛАНТ, БФ",1187700013885,Действующая,Москва,Благотворительные фонды,70401
"АТЛАНТ, ННБФ",1037739452629,Действующая,Москва,Благотворительные фонды,70401
"АТОМ, ФОНД",1227700048256,Действующая,Москва,Фонды,70400
"АТОМ, ФОНД",1177700023863,Действующая,Москва,Фонды,70400
"АТОМНЫЙ ФОРУМ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД",1027700402102,Действующая,Москва,Фонды,70400
"АТОМСЕРТИФИКА, ФОНД",1027700198712,Действующая,Москва,Фонды,70400
"АТОМФОНД, АО НПФ",1157700011347,Действующая,Москва,Фонды,70400
"АТР АЭС, ФОНД",1137799002395,Действующая,Москва,Фонды,70400
"АУТСАЙД (ВОВНЕ), БФ",1207700198463,Действующая,Москва,Благотворительные фонды,70401
"АФ, ФОНД",1077799023521,Действующая,Москва,Фонды,70400
"АФАЛИНЫ, БФ",1197700010089,Действующая,Москва,Благотворительные фонды,70401
"АФГАНИСТАН, ФОНД",1127799008501,Действующая,Москва,Фонды,70400
"АФРОКОМ, МЕЖДУНАРОДНЫЙ ФОНД",1187700015931,Действующая,Москва,Фонды,70400
АХИЛЛЕС,1087799025632,Действующая,Москва,Фонды,70400
"АХИРАТ, БФ",1157700018068,Действующая,Москва,Благотворительные фонды,70401
"АЮБ, БФ",1227700012539,Действующая,Москва,Благотворительные фонды,70401
"АЯ, БФ",1197700007120,Действующая,Москва,Благотворительные фонды,70401
"БАГРАТИОНИ, ФОНД",1037746003536,Действующая,Москва,Общественные фонды,70403
"БАЗИС Б, ФОНД",1097799018745,Действующая,Москва,Фонды,70400
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ В. М. БУЗЫЛЕВА,1217700415393,Действующая,Москва,Благотворительные фонды,70401
"БАЗИС, ФОНД",1167700074850,Действующая,Москва,Фонды,70400
"БАЗИС-1, ФОНД",1197700007922,Действующая,Москва,Фонды,70400
"БАЗИС-10, ФОНД",1217700306120,Действующая,Москва,Фонды,70400
"БАЗИС-11, ФОНД",1217700400257,Действующая,Москва,Фонды,70400
"БАЗИС-12, ФОНД",1217700400114,Действующая,Москва,Фонды,70400
"БАЗИС-13, ФОНД",1217700636240,Действующая,Москва,Фонды,70400
"БАЗИС-14, ФОНД",1217700648186,Действующая,Москва,Фонды,70400
"БАЗИС-2, ФОНД",1197700009693,Действующая,Москва,Фонды,70400
"БАЗИС-3, ФОНД",1197700012366,Действующая,Москва,Фонды,70400
"БАЗИС-4, ФОНД",1197700016909,Действующая,Москва,Фонды,70400
"БАЗИС-5, ФОНД",1207700148281,Действующая,Москва,Фонды,70400
"БАЗИС-6, ФОНД",1207700147632,Действующая,Москва,Фонды,70400
"БАЗИС-7, ФОНД",1207700365498,Действующая,Москва,Фонды,70400
"БАЗИС-8, ФОНД",1217700124047,Действующая,Москва,Фонды,70400
"БАЗИС-9, ФОНД",1217700256003,Действующая,Москва,Фонды,70400
БАЙБАКОВ-ФОНД,1097799003136,Действующая,Москва,Фонды,70400
"БАЙКАЛ, ФОНД",1057700018276,Действующая,Москва,Фонды,70400
"БАЙТИК, ФОНД",1025000006020,Действующая,Москва,Фонды,70400
БАЛЕТНЫЙ ФОНД,1037700093782,Действующая,Москва,Общественные фонды,70403
"БАЛКАНСКИЙ ЦЕНТР, ФОНД ПОДДЕРЖКИ И СОДЕЙСТВИЯ РУССКО-БАЛКАНСКИМ ИНИЦИАТИВАМ",1187700023686,Действующая,Москва,Фонды,70400
"БАЛЫ АССАМБЛЕИ ТРЕТЬЕГО ТЫСЯЧЕЛЕТИЯ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027700202914,Действующая,Москва,Благотворительные фонды,70401
"БАЛЫ-АССАМБЛЕИ, НБФ",1077799004360,Действующая,Москва,Благотворительные фонды,70401
"БАЛЬМОНТА, ФОНД",1157700013041,Действующая,Москва,Фонды,70400
"БАРС, НО ФОНД",1047796000603,Действующая,Москва,Благотворительные фонды,70401
"БАСКЕТБОЛ ВСЕЙ СТРАНЕ, МБОФ",1127799023880,Действующая,Москва,Благотворительные фонды,70401
"БАСТИОН, БФСП",1037739519993,Действующая,Москва,Благотворительные фонды,70401
