ogrn,website,bin_robots,bin_sitemap,bin_fb,bin_vk,bin_ig,bin_ok,bin_youtube,bin_tiktok,bin_donation,wcag_score,mean_page_speed,bin_title,bin_headings,bin_mob_friendly,bin_ssl,bin_socnet
1027700337928,www.kurginyan.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.99,1.0,1.0,0.0,0.0,0.0
1026600003121,sv-voir.ru,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7959183673469388,0.9533333333333333,1.0,1.0,1.0,1.0,0.16666666666666666
1033700024324,ivdpo.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419354838709677,0.5766666666666667,1.0,0.0,,0.0,0.0
1023400009665,voooir34.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,0.0,0.0
1026700000469,vdposmolensk.ru,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0.24,1.0,1.0,,0.0,0.16666666666666666
1037739566754,www.mrofss.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.6966666666666667,1.0,0.0,0.0,0.0,0.0
1027739384848,профсм.рф,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.559322033898305,0.7433333333333333,1.0,0.0,1.0,1.0,0.16666666666666666
1037739697270,rooimir.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7222222222222222,0.94,1.0,0.0,,0.0,0.0
1037700153721,autisminrussia.ru,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.91,1.0,1.0,1.0,0.0,0.3333333333333333
1020200000182,eduprofrb.ru,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.8033333333333333,1.0,1.0,,1.0,0.16666666666666666
1026600001450,chrkp.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9533333333333333,1.0,1.0,1.0,0.0,0.0
1027739378567,rosugleprof.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.9733333333333332,1.0,0.0,0.0,1.0,0.0
1026600002516,kirprof-ekb.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.9566666666666668,1.0,1.0,,0.0,0.0
