issuer,notAfter,notBefore,website,error
,,,http://stosur.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stosur.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['stateOrProvinceName', 'TX']], [['localityName', 'Houston']], [['organizationName', 'cPanel, Inc.']], [['commonName', 'cPanel, Inc. Certification Authority']]]",Feb 12 23:59:59 2022 GMT,Nov 14 00:00:00 2021 GMT,http://mostovskoevoa.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 15:01:53 2022 GMT,Nov 29 15:01:54 2021 GMT,http://www.start7.ru,No error
,,,http://uta-psn.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'uta-psn.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 11 06:46:42 2022 GMT,Nov 13 06:46:43 2021 GMT,http://hramvkuntsevo.ru,No error
,,,http://igrafond.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'igrafond.ru'. (_ssl.c:1076)"
,,,http://revsouzsv.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'revsouzsv.ru'. (_ssl.c:1076)"
,,,http://deti.websib.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'deti.websib.ru'. (_ssl.c:1076)"
,,,http://fund-olga.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  1 16:27:10 2022 GMT,Jan  1 16:27:11 2022 GMT,http://soav-samara.ru,No error
,,,http://www.livingthread.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://www.veterany.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.veterany.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 11:46:31 2022 GMT,Dec  5 11:46:32 2021 GMT,http://spasi-menia.ru,No error
,,,http://galaktyane.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://grushinskij.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
,,,http://yarrell.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 18 14:15:06 2022 GMT,Dec 18 14:15:07 2021 GMT,http://samara.ruy.ru,No error
,,,http://www.crfr.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://пентатлон.рф,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['stateOrProvinceName', 'TX']], [['localityName', 'Houston']], [['organizationName', 'cPanel, Inc.']], [['commonName', 'cPanel, Inc. Certification Authority']]]",Feb 20 23:59:59 2022 GMT,Nov 22 00:00:00 2021 GMT,http://catholickhabarovsk.ru,No error
,,,http://clubvi.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
,,,http://medrese-gali.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  5 07:23:35 2022 GMT,Jan  5 07:23:36 2022 GMT,http://mozartsociety.ru,No error
,,,http://vera-lab.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://novosibzemlya.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'novosibzemlya.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 02:46:05 2022 GMT,Dec  9 02:46:06 2021 GMT,http://trinityrzn.ru,No error
,,,http://www.helenru.narod.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.helenru.narod.ru'. (_ssl.c:1076)"
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 22 23:59:59 2022 GMT,Feb  3 00:00:00 2021 GMT,http://www.alta.ru,No error
,,,http://новаясемья.рф,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  2 06:37:33 2022 GMT,Jan  2 06:37:34 2022 GMT,http://rusfdcal.ru,No error
,,,http://www.charity-tcf.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 11:47:19 2022 GMT,Dec 19 11:47:20 2021 GMT,http://chance-fond.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 17 07:09:40 2022 GMT,Dec 17 07:09:41 2021 GMT,http://zadetej.ru,No error
,,,http://iveroni.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://www.powereng.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.powereng.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 31 12:14:10 2022 GMT,Nov  2 12:14:11 2021 GMT,http://klub-rovesniki58.ru,No error
,,,http://zhitnaya-hram.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'zhitnaya-hram.ru'. (_ssl.c:1076)"
,,,http://носовскиймонастырь.рф,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 11 23:59:59 2022 GMT,Nov 13 00:00:00 2021 GMT,http://sovetveteranov-almet.ru,No error
,,,http://www.triad.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 21:53:01 2022 GMT,Dec 25 21:53:02 2021 GMT,http://prichod.ru,No error
,,,http://greatbear.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 10 23:59:59 2022 GMT,Jun 11 00:00:00 2021 GMT,http://www.mmcfo.ru,No error
,,,http://коллегия-адвокатов-содействие.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn-----7kcajbbblecjb5akoehla5djcc8eesj37a.xn--p1ai'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 20:47:05 2022 GMT,Dec 25 20:47:06 2021 GMT,http://iacis.ru,No error
,,,http://stpmm.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  2 05:09:47 2022 GMT,Dec  2 05:09:48 2021 GMT,http://vuc-energetik.ru,No error
,,,http://двопп.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--b1ad5aea.xn--p1ai'. (_ssl.c:1076)"
,,,http://teatr-flamingo.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'teatr-flamingo.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 25 23:38:22 2022 GMT,Oct 27 23:38:23 2021 GMT,http://bfsd.ru,No error
,,,http://dinamo.omsk.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://riocenter.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://exstandart.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'LV']], [['localityName', 'Riga']], [['organizationName', 'GoGetSSL']], [['commonName', 'GoGetSSL RSA DV CA']]]",Jun 28 23:59:59 2022 GMT,Jun 28 00:00:00 2021 GMT,http://tchaikovsky.ucoz.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  1 16:29:08 2022 GMT,Jan  1 16:29:09 2022 GMT,http://samelprof.ru,No error
,,,http://baptizm.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://www.pb96.narod.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.pb96.narod.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 21 07:01:15 2022 GMT,Nov 23 07:01:16 2021 GMT,http://www.s-o-k.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['commonName', 'RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1']]]",Jul  8 23:59:59 2022 GMT,Jun 23 00:00:00 2021 GMT,http://www.greenpeace.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 22:40:38 2022 GMT,Nov 19 22:40:39 2021 GMT,http://svgvg.ru,No error
,,,http://lawprotect.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'lawprotect.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 13:15:56 2022 GMT,Nov 26 13:15:57 2021 GMT,http://advokatvash.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  1 23:36:18 2022 GMT,Jan  1 23:36:19 2022 GMT,https://adm-novayanadezhda.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 20:31:29 2022 GMT,Nov 29 20:31:30 2021 GMT,http://mooasp.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 29 23:14:22 2022 GMT,Oct 31 23:14:23 2021 GMT,http://bbratstvo74.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 18 23:59:59 2022 GMT,Jun 19 00:00:00 2021 GMT,http://konto-ufa.ru,No error
,,,http://prof-ufa.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'prof-ufa.ru'. (_ssl.c:1076)"
,,,http://анбратство.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://новострой18.рф,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 06:14:22 2022 GMT,Dec 28 06:14:23 2021 GMT,http://simkursy.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 13:33:14 2022 GMT,Dec 16 13:33:15 2021 GMT,http://diplomat-ug.ru,No error
,,,http://spksro.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 05:53:43 2022 GMT,Nov 28 05:53:44 2021 GMT,http://sro-opus.ru,No error
,,,http://mk-52.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://arkadaplus39.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'arkadaplus39.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 23:06:34 2022 GMT,Nov 12 23:06:35 2021 GMT,http://legion89.ru,No error
,,,http://kubdorbez-temruk.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'GeoTrust RSA CA 2018']]]",Aug  5 23:59:59 2022 GMT,Jul 29 00:00:00 2021 GMT,http://gto.ru,No error
,,,http://azpp.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://tspas.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 00:45:13 2022 GMT,Nov 19 00:45:14 2021 GMT,http://pebez.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  8 11:56:29 2022 GMT,Dec  8 11:56:30 2021 GMT,http://uralcsd.ru,No error
,,,http://logika74.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
,,,http://dynamo-prof.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 20 05:51:38 2022 GMT,Nov 22 05:51:39 2021 GMT,http://ural-log.ru,No error
,,,http://vao2009.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vao2009.ru'. (_ssl.c:1076)"
,,,http://uralsky-missioner.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://zakyatrt.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'zakyatrt.ru'. (_ssl.c:1076)"
,,,http://alekseevsk-dosaafrt.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://leanmarket.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Feb 20 05:05:03 2022 GMT,Jan 19 05:05:03 2021 GMT,http://spoural.ru,No error
,,,http://drevofond.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'drevofond.ru'. (_ssl.c:1076)"
,,,http://nbiks-nt.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nbiks-nt.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 26 06:53:41 2022 GMT,Oct 28 06:53:42 2021 GMT,http://gosropro.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Thawte TLS RSA CA G1']]]",Nov 26 23:59:59 2022 GMT,Nov 26 00:00:00 2021 GMT,http://www.prolangue.ru,No error
,,,http://sro-proekt.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sro-proekt.ru'. (_ssl.c:1076)"
,,,http://duhovnoenasledie.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'duhovnoenasledie.ru'. (_ssl.c:1076)"
,,,http://vgasu-sro.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vgasu-sro.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 04:03:24 2022 GMT,Dec 28 04:03:25 2021 GMT,http://rosmu67.ru,No error
,,,http://nposk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nposk.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",May  3 23:59:59 2022 GMT,May  4 00:00:00 2021 GMT,http://beketov-fond.ru,No error
,,,http://krestovozdvizhenie.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 21:19:53 2022 GMT,Dec 28 21:19:54 2021 GMT,http://bizclass.ru,No error
,,,http://rroo-center.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'rroo-center.ru'. (_ssl.c:1076)"
,,,http://npgap.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'npgap.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 22 23:15:15 2022 GMT,Oct 24 23:15:16 2021 GMT,http://volgoorient.ru,No error
,,,http://oorrfs.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://sro-ssr.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sro-ssr.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 25 23:59:59 2022 GMT,Jun 26 00:00:00 2021 GMT,http://9784023.ru,No error
,,,http://sro-csp.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 09:36:18 2022 GMT,Dec  5 09:36:19 2021 GMT,http://kristalldance.ru,No error
,,,http://rroo-center.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'rroo-center.ru'. (_ssl.c:1076)"
,,,http://npgap.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'npgap.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 22 23:15:15 2022 GMT,Oct 24 23:15:16 2021 GMT,http://volgoorient.ru,No error
,,,http://oorrfs.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://sro-ssr.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sro-ssr.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 25 23:59:59 2022 GMT,Jun 26 00:00:00 2021 GMT,http://9784023.ru,No error
,,,http://sro-csp.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
