issuer,notAfter,notBefore,website,error
,,,http://agtop30.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'agtop30.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 13 09:50:57 2022 GMT,Dec 13 09:50:58 2021 GMT,http://aksenov.ru,No error
,,,http://bf-am.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'bf-am.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 07:37:29 2022 GMT,Dec  3 07:37:30 2021 GMT,http://rostok-help.ru,No error
,,,http://www.blagovest-spb.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 12 18:23:44 2022 GMT,Dec 12 18:23:45 2021 GMT,http://geroitat.ru,No error
,,,http://ospstmn.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://bryansk-eparhia.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://www.slavfond.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
,,,http://stupinoblag.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://club-olf.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 23:14:21 2022 GMT,Dec  3 23:14:22 2021 GMT,http://yartpp.ru,No error
,,,http://www.dmzavod.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 22 06:44:09 2022 GMT,Nov 24 06:44:10 2021 GMT,http://dmitrovhram.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jul  7 23:59:59 2022 GMT,Jul  8 00:00:00 2021 GMT,http://kprfamur.ru,No error
,,,http://rnta.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'rnta.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 21:07:50 2022 GMT,Jan  6 21:07:51 2022 GMT,http://rfs21.ru,No error
,,,http://mosalskaya-gazeta.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mosalskaya-gazeta.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 18 08:32:51 2022 GMT,Nov 20 08:32:52 2021 GMT,http://dinamo73.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 23 19:05:01 2022 GMT,Nov 25 19:05:02 2021 GMT,http://rboo-mig.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Encryption Everywhere DV TLS CA - G1']]]",Nov 27 23:59:59 2022 GMT,Nov 27 00:00:00 2021 GMT,http://selah.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 18 23:33:15 2022 GMT,Nov 20 23:33:16 2021 GMT,http://stdtatar.ru,No error
"[[['countryName', 'LV']], [['localityName', 'Riga']], [['organizationName', 'GoGetSSL']], [['commonName', 'GoGetSSL RSA DV CA']]]",Jan  2 23:59:59 2023 GMT,Jan  2 00:00:00 2022 GMT,http://un-peacekeeper.ru,No error
,,,http://yuozhny.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 20:01:23 2022 GMT,Nov 10 20:01:24 2021 GMT,http://www.moscowdance.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 03:06:48 2022 GMT,Dec  3 03:06:49 2021 GMT,http://kombi-korma.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 27 08:50:29 2022 GMT,Dec 27 08:50:30 2021 GMT,http://pressunion.ru,No error
,,,http://церковьновоалтайск.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80aaean2acfgrjcbv0an0dxg.xn--p1ai'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 08:11:03 2022 GMT,Dec  1 08:11:04 2021 GMT,http://kazanskii-hram.ru,No error
,,,http://threesaints.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'threesaints.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 21:17:36 2022 GMT,Dec 31 21:17:37 2021 GMT,http://nkhp.ru,No error
,,,http://dinamo-161.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 08:26:08 2022 GMT,Nov 21 08:26:09 2021 GMT,http://www.fond-nikulin.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 25 23:59:59 2022 GMT,Nov 27 00:00:00 2021 GMT,http://dobry-nizhny.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  8 23:17:18 2022 GMT,Dec  8 23:17:19 2021 GMT,http://fcaurora.ru,No error
,,,http://ncpp.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://zpspb.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'zpspb.ru'. (_ssl.c:1076)"
,,,http://soldatskiemateri.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'soldatskiemateri.ru'. (_ssl.c:1076)"
,,,http://сппспб.рф,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 23:45:24 2022 GMT,Nov 19 23:45:25 2021 GMT,http://ppku.ru,No error
,,,http://soyuzdesign.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Jul 10 11:06:40 2022 GMT,Jun  8 11:06:40 2021 GMT,http://eduprofrb.ru,No error
,,,http://bel-seminaria.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://science-gsi.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'science-gsi.ru'. (_ssl.c:1076)"
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar 16 23:59:59 2022 GMT,Dec 16 00:00:00 2021 GMT,http://potrebiteli-penzi.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 29 04:20:08 2022 GMT,Dec 29 04:20:09 2021 GMT,http://hospital-mmk.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 14:44:32 2022 GMT,Dec 25 14:44:33 2021 GMT,http://karateka.ru,No error
"[[['countryName', 'PL']], [['organizationName', 'Unizeto Technologies S.A.']], [['organizationalUnitName', 'Certum Certification Authority']], [['commonName', 'Certum Domain Validation CA SHA2']]]",Feb  4 07:48:37 2022 GMT,Feb  4 07:48:37 2021 GMT,http://www.vip-class.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 22:35:54 2022 GMT,Nov 10 22:35:55 2021 GMT,http://mkvv.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 00:39:13 2022 GMT,Dec  5 00:39:14 2021 GMT,http://notariat44.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 18 17:03:04 2022 GMT,Nov 20 17:03:05 2021 GMT,http://scdr.ru,No error
,,,http://socinccentre.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'socinccentre.ru'. (_ssl.c:1076)"
,,,http://vestnikmax.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vestnikmax.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 14 00:02:39 2022 GMT,Nov 16 00:02:40 2021 GMT,http://omophor.ru,No error
,,,http://spbaic.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 06:01:39 2022 GMT,Nov 19 06:01:40 2021 GMT,http://www.fbp.ru,No error
,,,http://avm13.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'avm13.ru'. (_ssl.c:1076)"
,,,http://общество-глухих.опоо.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn----9sbdfhvusd2alr0ab2c.xn--n1aaac.xn--p1ai'. (_ssl.c:1076)"
,,,http://пермский-писатель.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'LV']], [['localityName', 'Riga']], [['organizationName', 'GoGetSSL']], [['commonName', 'GoGetSSL RSA DV CA']]]",Jun 28 23:59:59 2022 GMT,Jun 28 00:00:00 2021 GMT,http://voi-voi-04.ucoz.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 20 14:21:14 2022 GMT,Nov 22 14:21:15 2021 GMT,http://nowocamp.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",May 14 23:59:59 2022 GMT,Apr 14 00:00:00 2021 GMT,http://veospb.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 27 14:25:45 2022 GMT,Oct 29 14:25:46 2021 GMT,http://фхсо.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 20:13:36 2022 GMT,Nov 29 20:13:37 2021 GMT,http://volgograd-terkom34.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 23 12:15:27 2022 GMT,Nov 25 12:15:28 2021 GMT,http://www.sefer.ru,No error
,,,http://aikido-tatarstan.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aikido-tatarstan.ru'. (_ssl.c:1076)"
,,,http://ksm32.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ksm32.ru'. (_ssl.c:1076)"
,,,http://www.tefi.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://veteran73.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'veteran73.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 22:04:29 2022 GMT,Nov 30 22:04:30 2021 GMT,http://moosao.ru,No error
,,,http://purfond.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 05:02:09 2022 GMT,Dec 16 05:02:10 2021 GMT,http://komsomol43.ru,No error
,,,http://dvorecnn.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 16 19:32:49 2022 GMT,Nov 18 19:32:50 2021 GMT,http://www.rugby.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  1 07:52:38 2022 GMT,Nov  3 07:52:39 2021 GMT,http://vestarchive.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 08:51:53 2022 GMT,Nov 12 08:51:54 2021 GMT,http://cnsio.ru,No error
,,,http://www.hilton-camp.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.hilton-camp.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 02:15:52 2022 GMT,Dec  1 02:15:53 2021 GMT,http://schoolkey.onego.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 05:12:23 2022 GMT,Nov 10 05:12:24 2021 GMT,http://uic-prof.ru,No error
,,,http://chemprof-rb.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://fondpmp.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://asbestinvest.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://fond-serov.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 20:52:06 2022 GMT,Dec 20 20:52:07 2021 GMT,http://профсоюз48.рф,No error
"[[['countryName', 'US']], [['stateOrProvinceName', 'TX']], [['localityName', 'Houston']], [['organizationName', 'cPanel, Inc.']], [['commonName', 'cPanel, Inc. Certification Authority']]]",Jan 19 23:59:59 2022 GMT,Oct 21 00:00:00 2021 GMT,http://nevfond.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  4 05:02:27 2022 GMT,Dec  4 05:02:28 2021 GMT,http://serovprof.ru,No error
,,,http://rezhinvest-fond.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  8 06:16:36 2022 GMT,Dec  8 06:16:37 2021 GMT,http://mshinskay.ru,No error
,,,http://apur-kpa.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'apur-kpa.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  3 23:52:09 2022 GMT,Nov  5 23:52:10 2021 GMT,http://judo-31.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 02:46:28 2022 GMT,Nov 12 02:46:29 2021 GMT,http://sibmsl.ru,No error
,,,http://profsouz31.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Nov 19 07:39:52 2022 GMT,Oct 18 07:39:52 2021 GMT,http://kprf43.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 07:52:51 2022 GMT,Nov 26 07:52:52 2021 GMT,http://noupcosnch.mskobr.ru,No error
,,,http://милосердие-и-забота.рф,timeout : timed out
,,,http://vosnn.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://nosh-nn.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
,,,http://strategy-spb.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://arm-nn.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://veteran-no.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
,,,http://volkultura.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  1 22:32:56 2022 GMT,Jan  1 22:32:57 2022 GMT,http://santmat.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 13:02:14 2022 GMT,Dec  6 13:02:15 2021 GMT,http://kprfpenza.ru,No error
,,,http://www.strel.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 22 18:39:06 2022 GMT,Oct 24 18:39:07 2021 GMT,http://kprfrzn.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 23:34:11 2022 GMT,Nov 26 23:34:12 2021 GMT,http://uvkr.ru,No error
,,,http://dz-ch.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Sep  7 23:59:59 2022 GMT,Sep  6 00:00:00 2021 GMT,http://fc-textil.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar 14 23:59:59 2022 GMT,Mar 11 00:00:00 2021 GMT,http://www.rda.org.ru,No error
,,,http://www.akdi.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 08:05:58 2022 GMT,Nov 28 08:05:59 2021 GMT,http://akkor.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 11:04:16 2022 GMT,Dec 24 11:04:17 2021 GMT,http://raaci.ru,No error
,,,http://www.ruscastings.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 23:50:39 2022 GMT,Dec 24 23:50:40 2021 GMT,http://naputikhramu.ru,No error
,,,http://congresstatar74.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
